price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,sqft_living15,sqft_lot15,new_price
550000.0,4,1.0,1660,34848,1.0,0,0,1,5,930.0,730,1933,0,2160,11467,361802.3125
640000.0,4,2.0,2360,6000,2.0,0,0,4,8,2360.0,0,1904,0,1730,4700,754280.8125
240000.0,4,1.0,1220,8075,1.0,0,0,2,7,890.0,330,1969,0,1290,7800,246899.53125
605000.0,4,2.5,2620,7553,2.0,0,0,3,8,2620.0,0,1996,0,2620,11884,559926.9375
625000.0,4,2.5,2570,5520,2.0,0,0,3,9,2570.0,0,2000,0,2470,5669,478509.4375
775000.0,4,2.25,4220,24186,1.0,0,0,3,8,2600.0,1620,1984,0,2410,30617,689085.5
861990.0,5,2.75,3595,5639,2.0,0,0,3,9,3595.0,0,2014,0,3625,5639,880031.5625
685000.0,3,1.0,1570,2280,2.0,0,0,3,7,1570.0,0,1922,0,1580,2640,557895.875
309000.0,3,1.0,1280,9656,1.0,0,0,4,6,920.0,360,1959,0,1340,8808,183853.09375
488000.0,3,2.5,3160,13603,2.0,0,0,3,8,3160.0,0,2003,0,3050,9232,591243.6875
210490.0,3,1.0,990,8528,1.0,0,0,3,6,990.0,0,1966,0,1228,8840,229958.609375
785000.0,4,2.5,2290,13416,2.0,0,0,4,9,2290.0,0,1981,0,2680,13685,845811.5
450000.0,3,1.75,1250,5963,1.0,0,0,4,7,1250.0,0,1953,0,970,5100,523440.1875
1350000.0,3,2.5,2753,65005,1.0,1,2,5,9,2165.0,588,1953,0,2680,72513,1539835.25
228000.0,3,1.0,1190,9199,1.0,0,0,3,7,1190.0,0,1955,0,1190,9364,233019.765625
345000.0,5,2.5,3150,9134,1.0,0,0,4,8,1640.0,1510,1966,0,1990,9133,462548.125
600000.0,3,1.75,1410,4080,1.0,0,0,4,7,1000.0,410,1950,0,1410,4080,542831.9375
585000.0,2,1.75,1980,8550,1.0,0,0,3,7,990.0,990,1981,0,1480,6738,389592.1875
920000.0,5,2.25,2730,6000,1.5,0,0,3,8,2130.0,600,1927,0,2730,6000,961270.0
885000.0,4,2.5,2830,5000,2.0,0,0,3,9,2830.0,0,1995,0,1950,5000,831822.6875
292500.0,4,2.5,2250,4495,2.0,0,0,3,7,2250.0,0,2008,0,2250,4500,346262.28125
301000.0,3,2.5,2420,4750,2.0,0,0,3,8,2420.0,0,2003,0,2690,4750,459069.84375
951000.0,5,3.25,3250,14342,2.0,0,4,4,8,3250.0,0,1968,0,2960,11044,1030015.0625
430000.0,4,3.0,1850,9976,2.0,0,0,3,8,1850.0,0,1991,0,2270,8542,309257.0625
650000.0,3,2.25,2150,21235,1.0,0,3,4,8,1590.0,560,1959,0,2570,18900,608632.6875
289000.0,3,1.75,1260,8400,1.0,0,0,3,7,1260.0,0,1954,0,1290,8750,344881.28125
505000.0,3,1.75,2519,8690,2.0,0,0,5,8,2519.0,0,1973,0,2500,9500,551481.625
549000.0,3,1.75,1540,1044,3.0,0,0,3,8,1540.0,0,2014,0,1580,3090,410284.71875
425000.0,3,2.25,1660,6000,1.0,0,0,3,7,1110.0,550,1979,0,1440,4080,432829.4375
317625.0,3,2.75,2770,3809,1.5,0,0,5,7,1770.0,1000,1925,0,1440,4000,763711.0625
975000.0,4,2.5,2720,11049,2.0,0,0,3,10,2720.0,0,1989,0,2750,11049,672975.5625
287000.0,4,2.5,2240,4648,2.0,0,0,3,7,2240.0,0,2005,0,2221,4557,345755.8125
204000.0,3,1.0,1000,12070,1.0,0,0,4,7,1000.0,0,1968,0,1010,12635,217108.4375
1325000.0,5,2.25,3200,20158,1.0,0,0,3,8,1600.0,1600,1965,0,3390,20158,1371962.875
1040000.0,5,3.25,4770,50094,1.0,0,0,4,11,3070.0,1700,1973,0,3530,38917,1144517.5
325000.0,3,2.0,1260,5612,1.0,0,0,4,7,1260.0,0,1972,0,1640,4745,370796.75
571000.0,4,2.0,2750,7807,1.5,0,0,5,7,2250.0,500,1916,0,1510,7807,482923.6875
360000.0,4,2.5,2380,5000,2.0,0,0,3,8,2380.0,0,2005,0,2420,5000,327666.1875
349000.0,3,1.75,1790,50529,1.0,0,0,5,7,1090.0,700,1965,0,1940,50529,287531.96875
832500.0,4,4.0,3430,35102,2.0,0,0,4,10,2390.0,1040,1986,0,3240,35020,858248.5625
380000.0,4,1.75,1760,7300,1.0,0,0,3,7,880.0,880,1956,0,1680,7500,332591.75
480000.0,3,1.0,1040,5060,1.0,0,0,3,7,1040.0,0,1941,0,890,5060,450318.8125
410000.0,3,1.0,1410,5060,1.0,0,0,4,7,910.0,500,1956,0,1130,5693,378602.46875
720000.0,4,2.5,3450,39683,2.0,0,0,3,10,3450.0,0,2002,0,3350,39750,769719.4375
390000.0,3,2.5,2350,5100,2.0,0,0,3,8,2350.0,0,2003,0,2350,5363,371356.84375
360000.0,4,2.5,1900,5889,2.0,0,0,3,7,1900.0,0,1992,0,1870,6405,288661.9375
355000.0,2,1.0,2020,6720,1.0,0,0,3,7,1010.0,1010,1948,0,1720,6720,375765.8125
356000.0,3,1.5,1680,8712,1.0,0,0,3,8,1680.0,0,1964,0,1850,8797,391075.875
315000.0,3,1.0,960,6634,1.0,0,0,3,6,960.0,0,1952,0,1570,7203,254393.234375
940000.0,3,1.5,2140,3600,2.0,0,0,3,9,1900.0,240,1925,0,2020,4800,1097686.75
305000.0,5,2.25,2660,8400,1.5,0,0,5,7,2660.0,0,1961,0,1590,8165,293455.25
461000.0,3,3.25,2770,6278,2.0,0,0,3,9,1980.0,790,2006,0,1900,7349,725409.25
215000.0,2,2.25,1610,2040,2.0,0,0,4,7,1610.0,0,1979,0,1950,2025,226730.140625
335000.0,2,1.75,1030,1066,2.0,0,0,3,7,765.0,265,2006,0,1030,1106,285308.59375
243500.0,4,2.5,1980,7403,2.0,0,0,3,7,1980.0,0,1988,0,1980,7510,291741.125
1099880.0,5,2.75,3520,6353,2.0,0,0,4,10,3520.0,0,2001,0,2520,6250,1128257.625
153000.0,3,1.0,1200,10500,1.0,0,0,3,7,1200.0,0,1962,0,1350,10500,216945.34375
430000.0,3,1.5,1580,5000,1.0,0,0,3,8,1290.0,290,1939,0,1570,4500,519869.71875
700000.0,3,1.5,1580,5000,1.0,0,0,3,8,1290.0,290,1939,0,1570,4500,519869.71875
905000.0,4,2.5,3300,10250,1.0,0,0,3,7,2390.0,910,1946,1991,1950,6045,986433.375
247500.0,3,1.75,1960,15681,1.0,0,0,3,7,1960.0,0,1967,0,1750,15616,245881.515625
199000.0,4,1.5,1160,6400,1.0,0,0,4,7,1160.0,0,1975,0,1160,6400,199703.703125
314000.0,3,1.75,1810,41800,1.0,0,0,5,7,1210.0,600,1980,0,1650,135036,319392.5
437500.0,3,2.5,2320,36847,2.0,0,2,3,9,2320.0,0,1992,0,2550,35065,454597.25
850830.0,3,2.5,2070,13241,1.5,0,0,5,9,1270.0,800,1910,0,2200,4500,955386.9375
555000.0,3,2.0,1980,3478,1.5,0,0,4,7,1440.0,540,1929,0,1610,3478,584062.4375
699950.0,3,2.25,2190,107593,2.0,0,0,4,8,2190.0,0,1983,0,2570,47777,758760.0
1088000.0,3,2.5,2920,8113,2.0,0,0,3,8,2920.0,0,1950,2010,2370,8113,1158053.0
290000.0,3,1.0,1210,33919,1.0,0,0,3,7,1210.0,0,1954,0,1640,14910,325150.625
375000.0,3,2.5,2340,10005,1.0,0,0,4,8,1460.0,880,1978,0,2250,8162,463296.875
460000.0,3,1.0,1670,4005,1.5,0,0,4,7,1170.0,500,1939,0,1240,4005,436346.375
188500.0,2,1.75,1240,2493,1.0,0,0,4,8,1240.0,0,1985,0,1270,4966,181301.4375
680000.0,4,2.5,3140,28037,2.0,0,0,4,10,3140.0,0,1991,0,2990,35001,644090.6875
470000.0,5,1.75,2030,12342,2.0,0,0,4,7,2030.0,0,1942,0,2500,9433,382414.9375
597750.0,4,2.5,2310,9624,2.0,0,0,3,8,2310.0,0,1984,0,1940,9636,441438.625
570000.0,3,1.75,1260,3328,1.0,0,0,5,6,700.0,560,1905,0,1380,3536,460949.34375
272500.0,3,1.75,1540,12600,1.0,0,0,4,7,1160.0,380,1980,0,1540,11656,287966.8125
329950.0,3,1.75,2080,5969,1.0,0,2,3,7,1080.0,1000,1971,0,2090,5500,386983.625
480000.0,4,2.5,3230,16171,2.0,0,3,3,9,2520.0,710,2001,0,2640,8517,468909.0
740500.0,3,3.5,4380,6350,2.0,0,0,3,8,2780.0,1600,1900,1999,1830,6350,1021806.1875
518500.0,3,3.5,1590,1102,3.0,0,0,3,8,1590.0,0,2010,0,1620,3166,383567.125
205425.0,2,1.0,880,6780,1.0,0,0,4,6,880.0,0,1945,0,1190,6780,286523.78125
171800.0,4,2.0,1570,9600,1.0,0,0,3,6,1570.0,0,1950,0,1880,9000,150515.9375
535000.0,4,1.0,1610,2982,1.5,0,0,4,7,1610.0,0,1925,0,1610,4040,511619.1875
660000.0,3,2.5,2400,6474,1.0,0,2,3,8,1560.0,840,1964,0,2340,10856,446768.4375
391500.0,3,2.0,1450,9132,1.0,0,0,3,7,1450.0,0,1987,0,1580,9104,272163.25
395000.0,2,1.0,770,6000,1.0,0,0,3,6,770.0,0,1953,0,1710,6000,325656.40625
445000.0,4,1.75,2100,4400,1.5,0,0,5,7,1720.0,380,1924,0,1850,4400,626792.375
770000.0,3,2.25,2910,10204,2.0,0,0,3,9,2910.0,0,1990,0,2700,13992,493639.25
1450000.0,4,2.75,2750,17789,1.5,0,0,3,8,1980.0,770,1914,1992,3060,11275,816799.0625
445000.0,3,2.25,2100,8201,1.0,0,2,3,8,1620.0,480,1967,0,2660,8712,553423.9375
260000.0,4,2.25,2160,8811,1.0,0,0,3,8,1360.0,800,1978,0,2090,8400,280877.125
822500.0,5,3.5,2320,4960,2.0,0,0,5,7,1720.0,600,1926,0,1700,4960,724343.6875
430000.0,4,2.5,2070,4310,2.0,0,0,3,7,2070.0,0,2004,0,1970,3748,326378.0
212000.0,3,1.75,1060,7875,1.0,0,0,4,7,1060.0,0,1986,0,1420,7680,244449.1875
660500.0,4,2.25,2010,9603,1.0,0,0,3,8,1440.0,570,1986,0,2060,9793,404826.625
784000.0,3,3.5,3950,111078,1.5,0,0,3,9,2460.0,1490,1989,0,2480,88500,715954.4375
453246.0,3,2.5,2010,2287,2.0,0,0,3,8,1390.0,620,2014,0,1690,1662,456888.34375
675000.0,4,3.5,2140,2278,3.0,0,0,3,9,2140.0,0,2005,0,1540,2285,666104.125
199000.0,3,1.75,1320,17390,1.0,0,0,4,7,1320.0,0,1956,0,1550,19265,211840.09375
220000.0,4,1.75,2020,7840,1.0,0,0,3,7,1010.0,1010,1968,0,1750,8140,272761.375
452000.0,4,2.25,2590,10002,1.0,0,0,4,8,1340.0,1250,1968,0,1550,10436,405602.5625
382500.0,2,1.0,1190,4440,1.0,0,0,3,6,1190.0,0,1981,0,1060,5715,190996.078125
519950.0,3,2.25,1170,1249,3.0,0,0,3,8,1170.0,0,2014,0,1350,1310,325161.46875
665000.0,2,1.0,1110,3200,1.0,0,0,3,7,1110.0,0,1925,0,1170,3600,540339.8125
527700.0,5,2.5,2820,9375,1.0,0,0,4,8,1550.0,1270,1968,0,2820,9375,680647.25
205000.0,3,1.0,1610,8579,1.0,0,0,4,7,1010.0,600,1962,0,1610,8579,227231.375
420000.0,3,1.0,1060,8097,1.0,0,0,4,7,940.0,120,1923,0,1560,7940,451607.625
500000.0,4,2.25,2030,8517,1.0,0,0,4,8,1380.0,650,1961,0,2230,8824,553464.5625
921500.0,4,2.5,3670,315374,2.0,0,0,4,9,3670.0,0,1994,0,2840,87991,804259.4375
890000.0,4,1.0,2550,4000,2.0,0,0,3,8,2370.0,180,1905,0,2200,4000,881318.6875
430000.0,2,2.5,2420,60984,2.0,0,0,3,7,2420.0,0,2007,0,1940,193842,372030.3125
258000.0,5,2.0,2260,12500,1.0,0,0,4,8,1130.0,1130,1960,0,1360,18000,262723.8125
511000.0,3,1.0,1430,3455,1.0,0,0,3,7,980.0,450,1947,0,1450,4599,513478.65625
532170.0,3,2.0,1360,3090,2.0,0,0,3,8,1360.0,0,1990,0,1500,3090,495728.5
560000.0,3,1.0,1110,5000,1.5,0,0,3,7,1110.0,0,1947,0,1420,5000,403619.1875
282950.0,3,1.0,1250,8200,1.0,0,0,4,7,1250.0,0,1954,0,1680,8633,337463.1875
2250000.0,4,3.25,5180,19850,2.0,0,3,3,12,3540.0,1640,2006,0,3160,9750,2559854.75
350000.0,1,1.0,700,5100,1.0,0,0,3,7,700.0,0,1942,0,1010,5100,320081.3125
215000.0,3,1.0,1180,7669,1.0,0,0,4,7,1180.0,0,1967,0,1190,7669,208839.421875
650000.0,5,3.5,3960,25245,2.0,0,0,3,9,2500.0,1460,1996,0,2640,13675,812622.125
320000.0,4,2.75,2640,7500,1.0,0,0,3,8,1620.0,1020,1967,0,1980,7875,488412.71875
247000.0,3,2.0,1270,7198,1.5,0,0,3,7,1270.0,0,1916,2013,1160,7198,304981.90625
320000.0,4,1.75,1760,11180,1.0,0,0,4,8,1760.0,0,1968,0,1730,11180,377491.8125
255000.0,5,2.25,2060,8632,1.0,0,0,3,7,1030.0,1030,1962,0,1010,11680,306023.5
438000.0,3,1.75,1780,9660,1.0,0,0,3,7,1780.0,0,1962,0,1200,9660,413434.21875
900000.0,3,2.5,3400,16603,2.0,0,0,3,10,3400.0,0,2000,0,3400,12601,870967.625
441000.0,3,2.75,1910,7280,1.0,0,0,3,7,1160.0,750,1979,0,1710,8152,338699.0625
420000.0,3,2.0,2020,38332,1.0,0,0,4,7,1010.0,1010,1975,0,2110,36590,442721.875
370000.0,3,1.75,1580,7000,1.0,0,0,3,7,1180.0,400,1976,0,1640,7500,408153.4375
269950.0,2,1.75,1340,7250,1.0,0,0,5,5,700.0,640,1949,0,1830,9750,261479.796875
807100.0,4,2.5,2680,4499,2.0,0,0,3,9,2680.0,0,1999,0,2920,4500,619572.8125
653000.0,3,2.5,2680,9750,1.0,0,0,4,8,1610.0,1070,1979,0,2480,8750,679379.6875
371500.0,3,2.0,1370,8336,1.0,0,0,5,7,1370.0,0,1964,0,1770,7288,343594.9375
284000.0,3,1.75,1560,21000,1.0,0,0,3,7,1560.0,0,1954,0,1070,7920,328177.375
272000.0,3,1.75,2160,7140,1.0,0,0,4,7,1670.0,490,1978,0,1930,7350,368709.6875
313000.0,3,1.5,1340,7912,1.5,0,0,3,7,1340.0,0,1955,0,1480,7940,318494.125
917500.0,4,2.5,3880,35003,2.0,0,0,3,10,2570.0,1310,1984,0,3740,35230,959103.1875
673000.0,4,2.25,2590,8190,2.0,0,0,4,8,2590.0,0,1980,0,2260,8335,542689.125
425000.0,3,2.5,1120,1100,2.0,0,0,3,8,820.0,300,2008,0,1590,1795,408719.09375
399950.0,5,2.75,1970,5400,1.0,0,0,3,7,1320.0,650,1986,0,1280,2150,426994.84375
385000.0,3,1.0,1220,4800,1.0,0,0,3,6,1220.0,0,1901,0,1200,4800,373087.6875
269950.0,3,1.5,1950,7560,1.0,0,2,4,7,1320.0,630,1975,0,1950,8941,275465.6875
330000.0,2,1.0,1350,8220,1.0,0,0,3,7,1060.0,290,1949,0,1540,8280,387194.125
260000.0,3,2.5,1670,5797,2.0,0,0,3,7,1670.0,0,1988,0,1670,6183,264725.4375
470000.0,4,3.0,2380,5125,1.5,0,0,4,7,1680.0,700,1925,0,1410,5375,579334.4375
589000.0,4,3.0,2440,9600,2.0,0,0,5,7,2440.0,0,1961,0,2290,9600,773522.375
163500.0,2,1.5,1050,3419,2.0,0,0,3,7,1050.0,0,1996,0,1050,3417,237618.953125
835000.0,4,2.75,3130,13412,2.0,0,0,3,9,2140.0,990,1993,0,2260,9984,576193.8125
1095000.0,5,3.0,4090,12850,1.0,0,2,4,10,2090.0,2000,1986,0,2540,10270,1174007.0
269000.0,4,1.75,1490,10000,1.0,0,0,4,8,1100.0,390,1969,0,2190,8910,311462.09375
560000.0,3,2.5,1900,8744,2.0,0,0,3,8,1900.0,0,1987,0,2030,8744,503439.71875
615000.0,4,1.0,1330,2400,1.5,0,0,4,6,1330.0,0,1901,0,1330,4400,430363.625
585188.0,3,2.25,2230,10026,1.0,0,0,3,8,1430.0,800,1975,0,2230,9340,578002.25
305000.0,3,1.75,1650,9480,1.0,0,0,3,7,1220.0,430,1977,0,1540,8400,324640.0625
166950.0,3,1.0,1190,8820,1.0,0,0,3,6,1190.0,0,1959,0,1230,7980,199709.265625
799000.0,3,2.5,2140,9897,1.0,0,0,4,8,2140.0,0,1959,0,2680,10083,793841.625
400000.0,3,2.5,2180,7508,1.0,0,0,4,7,1420.0,760,1962,0,1900,7818,399680.5625
230000.0,3,1.0,1060,10228,1.0,0,0,3,7,1060.0,0,1948,0,1570,10228,288508.875
256883.0,3,2.5,1690,5025,2.0,0,0,3,8,1690.0,0,2003,0,2550,5001,354875.15625
423000.0,4,2.0,1970,6480,1.5,0,0,5,7,1130.0,840,1920,0,1500,6480,407932.875
465000.0,3,2.5,2150,4084,2.0,0,0,3,8,2150.0,0,2007,0,1750,2385,473244.8125
440000.0,3,2.5,1910,66211,2.0,0,0,3,7,1910.0,0,1997,0,2330,67268,469298.40625
385000.0,3,1.75,1350,155073,1.0,0,0,4,7,1350.0,0,1969,0,1560,50965,380066.4375
210000.0,3,1.0,860,11725,1.0,0,0,4,6,860.0,0,1943,0,1300,9514,212169.703125
297000.0,3,2.5,1940,14952,2.0,0,0,3,8,1940.0,0,1994,0,2030,10450,387377.96875
470000.0,3,1.0,1010,5000,1.0,0,0,3,7,1010.0,0,1952,0,1680,5000,376586.03125
226500.0,3,1.5,1300,7370,1.0,0,0,4,7,900.0,400,1976,0,1430,7500,229378.8125
274250.0,3,1.0,910,8450,1.0,0,0,4,6,910.0,0,1962,0,1400,8040,211533.609375
840000.0,4,1.75,2480,11010,1.0,0,0,4,9,1630.0,850,1966,0,2770,10744,724353.6875
677900.0,3,2.5,2440,4587,2.0,0,0,3,8,2440.0,0,2010,0,2750,4587,441398.875
425000.0,3,1.0,1010,5864,1.0,0,0,3,7,1010.0,0,1915,0,1290,5000,437752.28125
180250.0,2,0.75,900,9600,1.0,0,0,3,6,900.0,0,1941,0,1250,14280,207105.921875
464000.0,6,3.0,2300,3404,2.0,0,0,3,7,1600.0,700,1920,1994,1560,1312,566502.3125
320000.0,4,2.25,1550,7579,2.0,0,0,3,8,1550.0,0,1993,0,1630,6397,308736.625
625504.0,3,2.25,1270,1566,2.0,0,0,3,8,1060.0,210,2014,0,1160,1327,432196.3125
592500.0,4,2.5,2240,12032,1.0,0,0,3,9,2240.0,0,1983,0,2520,12368,611498.1875
465000.0,3,2.5,2714,17936,2.0,0,0,3,9,2714.0,0,2005,0,2590,18386,538963.5625
477000.0,4,2.75,1720,6270,2.0,0,0,3,8,1720.0,0,1978,0,2130,8700,406723.1875
280000.0,2,1.0,850,16400,1.0,0,0,3,6,850.0,0,1923,0,1100,14459,225350.8125
1505000.0,5,3.0,3300,33474,1.0,0,3,3,9,1870.0,1430,1957,1991,3836,20953,1446304.25
445838.0,3,2.5,2250,5692,2.0,0,0,3,8,2250.0,0,2000,0,1320,5390,475898.3125
1072000.0,2,2.25,3900,14864,1.0,0,3,3,8,1950.0,1950,1947,0,2580,5184,927523.6875
467000.0,2,1.5,1320,10800,1.0,0,0,4,8,1320.0,0,1947,0,2120,12040,453611.125
686000.0,4,2.5,2760,6440,2.0,0,0,3,10,2760.0,0,1999,0,3070,8127,671568.125
279950.0,3,2.0,1750,9750,1.0,0,0,3,7,1350.0,400,1961,0,1900,10125,305474.3125
527000.0,4,2.25,2330,19436,2.0,0,0,3,8,2330.0,0,1987,0,1910,10055,497974.09375
325000.0,3,2.25,2220,16020,1.0,0,0,4,8,1780.0,440,1966,0,2080,9583,369262.0
328000.0,3,2.25,2020,8379,2.0,0,0,3,7,2020.0,0,1994,0,2020,8031,365022.84375
390000.0,3,2.25,1250,7500,1.0,0,0,5,7,1250.0,0,1942,0,1280,7392,433274.84375
479950.0,2,2.0,1510,6516,1.0,0,0,3,8,1510.0,0,2005,0,1640,6009,506978.875
264950.0,4,2.25,1720,9753,1.0,0,0,4,7,1120.0,600,1978,0,1510,9753,281502.5
235000.0,3,1.0,1430,15246,1.0,0,0,4,7,980.0,450,1961,0,1960,13068,207656.09375
516500.0,3,2.5,1480,4729,2.0,0,0,3,7,1480.0,0,2004,0,2250,4729,341339.1875
655000.0,2,1.75,1450,15798,2.0,1,4,3,7,1230.0,220,1915,1978,2030,13193,712254.9375
500000.0,4,2.75,2280,15347,1.0,0,0,5,7,2280.0,0,1960,0,2280,15347,485668.34375
315000.0,6,2.75,2940,7350,1.0,0,0,3,8,1780.0,1160,1978,0,2120,8236,530107.3125
213000.0,2,1.0,1000,10200,1.0,0,0,3,6,1000.0,0,1961,0,1150,13702,238740.140625
475000.0,3,1.5,2480,5280,1.5,0,0,5,7,1620.0,860,1947,0,2090,4800,536662.0625
1025000.0,5,4.0,3760,28040,2.0,0,0,3,10,3760.0,0,1983,0,3430,35096,1061108.0
416000.0,3,2.0,2220,94300,1.0,0,0,5,7,1640.0,580,1976,0,2070,80100,399675.125
410000.0,4,1.0,1970,4740,1.5,0,0,3,7,1670.0,300,1904,2005,1510,4740,490888.4375
800000.0,3,3.5,3830,221284,2.0,0,0,3,10,3530.0,300,1993,0,2920,148539,832563.5625
472000.0,6,2.5,4410,14034,1.0,0,2,4,9,2350.0,2060,1965,0,2600,13988,564075.25
225000.0,3,1.75,1430,8505,1.0,0,0,4,7,1430.0,0,1968,0,1190,8640,254073.640625
210000.0,2,1.0,830,6000,1.0,0,0,3,6,830.0,0,1940,0,830,4960,303604.40625
455000.0,2,1.0,1430,5000,1.5,0,0,2,7,1430.0,0,1925,0,1450,3750,505640.78125
225000.0,3,1.0,1300,8316,1.0,0,0,4,6,1300.0,0,1954,0,1260,8316,205729.375
480000.0,2,1.0,1030,3060,1.0,0,2,4,7,790.0,240,1918,0,1390,3060,449188.625
363000.0,3,2.5,2740,11872,2.0,0,0,3,9,2740.0,0,1990,0,2570,10377,451056.625
2400000.0,4,2.5,3650,8354,1.0,1,4,3,9,1830.0,1820,2000,0,3120,18841,1994310.5
181000.0,2,1.5,720,5120,1.0,0,0,3,6,720.0,0,1954,0,1150,2566,300848.59375
250000.0,4,2.0,2010,7312,1.0,0,0,4,7,2010.0,0,1976,0,2010,7650,268928.75
481000.0,3,1.75,1560,3000,1.0,0,0,4,6,770.0,790,1918,0,1390,3000,403618.25
260000.0,3,2.0,1810,7209,1.0,0,0,4,7,1240.0,570,1978,0,1750,7209,245909.328125
455000.0,4,2.5,3360,7685,2.0,0,0,3,9,3360.0,0,2001,0,3060,6567,773783.8125
415000.0,3,2.25,1510,36224,2.0,0,0,3,8,1510.0,0,1991,0,1730,36224,401678.25
349500.0,3,1.0,1400,3538,1.0,0,0,3,7,800.0,600,1953,0,1620,6331,297670.5625
245000.0,3,2.5,1730,7442,2.0,0,0,3,7,1730.0,0,1987,0,1630,6458,267666.0
592500.0,2,2.0,1420,9191,1.5,0,2,5,7,1420.0,0,1928,0,1420,6816,590898.125
385000.0,4,1.75,2360,7620,1.0,0,0,4,7,1180.0,1180,1955,0,1910,7620,388655.1875
315000.0,3,1.75,1580,11455,1.0,0,0,4,7,1200.0,380,1974,0,1550,10650,276465.8125
255000.0,3,1.0,1230,10170,1.0,0,0,3,7,1230.0,0,1979,0,1380,10098,301891.1875
693000.0,4,2.5,2460,4425,2.0,0,0,3,8,2460.0,0,2006,0,2990,5659,364851.75
780000.0,3,1.0,1660,4400,1.5,0,0,3,8,1460.0,200,1911,0,1660,4400,900358.9375
237000.0,3,1.75,1270,8470,1.0,0,0,4,7,1270.0,0,1960,0,1600,8470,340575.9375
525000.0,3,2.25,2100,40510,2.0,0,0,3,10,1320.0,780,1979,0,2380,33450,555882.3125
425000.0,2,1.0,770,5040,1.0,0,0,3,5,770.0,0,1930,0,1330,2580,329992.6875
